Yr/Seas,Host,Nationalities,Leader (s),Route(s),Result,Smtrs,Dead,Exped ID,Year,expedition_code,member_count,total_members,death_mbrs,hired_deaths,hired_count,hired_DR,mbr_DR
2009 Spr,China,Czech Republic,Roman Poloch,N Col-NE Ridge,Bad Weather,,1,EVER-091-79,2009,EVER091792009,7,7,1,0,0,#DIV/0!,0.142857143
2009 Spr,Nepal,Taiwan,Lee Hsaio-Shih,S Col-SE Ridge,Success,3,,EVER-091-80,2009,EVER091802009,4,2,0,0,2,0,0
2009 Aut,China,Spain,Juan Vallejo,N Col-NE Ridge (to 7500m) / N Face (to 7200m),Bad Weather,,,EVER-093-01,2009,EVER093012009,4,4,0,0,0,#DIV/0!,0
2009 Aut,Nepal,India,Harbhajan Singh,S Col-SE Ridge,Bad Conditions,,,EVER-093-02,2009,EVER093022009,33,28,0,0,5,0,0
2009 Aut,China,Japan,Nobukazu Kuriki,N Col-N Face (Great Couloir),Bad Weather,,,EVER-093-03,2009,EVER093032009,10,10,0,0,0,#DIV/0!,0
2010 Spr,Nepal,"Nepal, Canada, Finland, India, Mexico, USA",Dawa Steven Sherpa,S Col-SE Ridge,Success,16,,EVER-101-01,2010,EVER101012010,21,11,0,0,10,0,0
2010 Spr,China,"Nepal, Belgium, Hungary, Ireland, Italy, Japan, Lithuania, Mexico, Spain, USA",Hari Bahadur Basnet,N Col-NE Ridge,Success,2,1,EVER-101-02,2010,EVER101022010,22,13,1,0,9,0,0.076923077
2010 Spr,China,China,Wangchen Sonam,N Col-NE Ridge,Success,20,,EVER-101-03,2010,EVER101032010,46,13,0,0,33,0,0
2010 Spr,Nepal,USA,Jim Williams,S Col-SE Ridge,Route Difficulty,,,EVER-101-04,2010,EVER101042010,3,2,0,0,1,0,0
2010 Spr,Nepal,"USA, Canada",Wally Berg,S Col-SE Ridge,Success,6,,EVER-101-05,2010,EVER101052010,7,3,0,0,4,0,0
2010 Spr,Nepal,Spain,Albert Bosch,S Col-SE Ridge,Success,2,,EVER-101-06,2010,EVER101062010,2,1,0,0,1,0,0
2010 Spr,Nepal,USA,Dave Morton,S Col-SE Ridge,Success,4,,EVER-101-07,2010,EVER101072010,4,2,0,0,2,0,0
2010 Spr,Nepal,S Korea,Sung Gi-Jin,S Col-SE Ridge,Success,6,,EVER-101-08,2010,EVER101082010,7,4,0,0,3,0,0
2010 Spr,China,"USA, Japan",Julio Bird,N Col-NE Ridge,Success,3,,EVER-101-09,2010,EVER101092010,5,3,0,0,2,0,0
2010 Spr,Nepal,Switzerland,Dario Schwoerer,S Col-SE Ridge,Success,2,,EVER-101-10,2010,EVER101102010,3,2,0,0,1,0,0
2010 Spr,Nepal,China,Huang Nu-Bo,S Col-SE Ridge,Success,3,,EVER-101-11,2010,EVER101112010,3,1,0,0,2,0,0
2010 Spr,Nepal,Colombia,Juan Pablo Ruiz,S Col-SE Ridge,Success,3,,EVER-101-12,2010,EVER101122010,5,4,0,0,1,0,0
2010 Spr,China,Malaysia,Muhammad Mugharabbin Mokhtarrudin,N Col-NE Ridge,Route Difficulty,,,EVER-101-13,2010,EVER101132010,2,1,0,0,1,0,0
2010 Spr,China,USA,Paul Romero,N Col-NE Ridge,Success,6,,EVER-101-14,2010,EVER101142010,7,4,0,0,3,0,0
2010 Spr,Nepal,Ireland,Domhnall O'Douchartaigh,S Col-SE Ridge,Success,2,,EVER-101-15,2010,EVER101152010,2,1,0,0,1,0,0
2010 Spr,Nepal,Nepal,Namgyal Sherpa,S Col-SE Ridge,Success,6,,EVER-101-16,2010,EVER101162010,7,25,0,0,-18,0,0
2010 Spr,China,"Nepal, China, UK, USA",Anil Bhattarai,N Col-NE Ridge,Success,4,,EVER-101-17,2010,EVER101172010,7,4,0,0,3,0,0
2010 Spr,Nepal,Mexico,Aldo Valencia,S Col-SE Ridge,Success,2,,EVER-101-18,2010,EVER101182010,2,1,0,0,1,0,0
2010 Spr,China,"Serbia, Montenegro",Dragan Celikovic,N Col-NE Ridge,Success,8,,EVER-101-19,2010,EVER101192010,8,4,0,0,4,0,0
2010 Spr,China,Bangladesh,Mohammad Abdul Mohit,N Col-NE Ridge,Bad Weather,,,EVER-101-20,2010,EVER101202010,3,1,0,0,2,0,0
2010 Spr,China,Taiwan,Lin Yong-Fu,N Col-NE Ridge,Success,3,,EVER-101-21,2010,EVER101212010,6,2,0,0,4,0,0
2010 Spr,Nepal,Nepal,Prem Dorchi Lama,S Col-SE Ridge,Success,1,,EVER-101-22,2010,EVER101222010,1,1,0,0,0,#DIV/0!,0
2010 Spr,China,France,Bousnaid Bouadjar,N Col-NE Ridge,Success,2,,EVER-101-23,2010,EVER101232010,2,1,0,0,1,0,0
2010 Spr,Nepal,France,Luc Boisnard,S Col-SE Ridge,Success,4,,EVER-101-24,2010,EVER101242010,4,1,0,0,3,0,0
2010 Spr,China,Spain,Pedro Jose Garcia,N Col-NE Ridge,Success,2,,EVER-101-25,2010,EVER101252010,4,3,0,0,1,0,0
2010 Spr,Nepal,"USA, Argentina, Canada, Guatemala, Italy",Guillermo (Willie) Benegas,S Col-SE Ridge,Success,14,,EVER-101-26,2010,EVER101262010,16,10,0,0,6,0,0
2010 Spr,Nepal,Portugal,Angelo Sousa,S Col-SE Ridge,Success,4,,EVER-101-27,2010,EVER101272010,5,2,0,0,3,0,0
2010 Spr,Nepal,S Korea,Yoon Wang-Yong,S Col-SE Ridge,Success,5,,EVER-101-28,2010,EVER101282010,7,4,0,0,3,0,0
2010 Spr,China,Japan,Hiroshi Ogasawara,N Col-NE Ridge,Success,4,1,EVER-101-29,2010,EVER101292010,4,1,1,0,3,0,1
2010 Spr,Nepal,Austria,Robert Miller,S Col-SE Ridge,Success,3,,EVER-101-30,2010,EVER101302010,3,2,0,0,1,0,0
2010 Spr,China,Italy,Silvio Mondinelli,N Col-NE Ridge,Success,4,,EVER-101-31,2010,EVER101312010,4,4,0,0,0,#DIV/0!,0
2010 Spr,China,Germany,Andreas Sippel,N Col-NE Ridge,Success,3,,EVER-101-32,2010,EVER101322010,3,2,0,0,1,0,0
2010 Spr,Nepal,Canada,John Furneaux,S Col-SE Ridge,Success,4,,EVER-101-33,2010,EVER101332010,6,3,0,0,3,0,0
2010 Spr,China,Sweden,Peter Adolfsson,N Col-NE Ridge,Success,2,,EVER-101-34,2010,EVER101342010,2,1,0,0,1,0,0
2010 Spr,Nepal,Finland,Mikko Vermas,S Col-SE Ridge,Success,2,,EVER-101-35,2010,EVER101352010,2,1,0,0,1,0,0
2010 Spr,Nepal,Mexico,Ignacio Ananya,S Col-SE Ridge,"Illness, AMS",3,,EVER-101-36,2010,EVER101362010,7,5,0,0,2,0,0
2010 Spr,Nepal,India,Basanta Singha Roy,S Col-SE Ridge,Success,4,,EVER-101-37,2010,EVER101372010,7,5,0,0,2,0,0
2010 Spr,China,Australia,Ian Hibbert,N Col-NE Ridge,Route Difficulty,,,EVER-101-38,2010,EVER101382010,2,1,0,0,1,0,0
2010 Spr,China,Sweden,Pierre Nasman,N Col-NE Ridge,"Illness, AMS",,,EVER-101-39,2010,EVER101392010,2,1,0,0,1,0,0
2010 Spr,Nepal,S Korea,Heo Young-Ho,S Col-SE Ridge,Success,8,,EVER-101-40,2010,EVER101402010,11,7,0,0,4,0,0
2010 Spr,China,"Australia, Canada, UK",Duncan Chessell,N Col-NE Ridge,Success,17,,EVER-101-41,2010,EVER101412010,20,10,0,0,10,0,0
2010 Spr,China,"Austria, Germany",Jochen Hemmleb,N Col-NE Ridge,Bad Conditions,,,EVER-101-42,2010,EVER101422010,9,7,0,0,2,0,0
2010 Spr,China,Italy,Luigi Rampini,N Col-NE Ridge,Lack of Supplies,,,EVER-101-43,2010,EVER101432010,1,1,0,0,0,#DIV/0!,0
2010 Spr,China,Poland,Zbigniew Bak,N Col-NE Ridge,Success,3,,EVER-101-44,2010,EVER101442010,4,3,0,0,1,0,0
2010 Spr,China,Canada,Ron Hoglin,N Col-NE Ridge,"Illness, AMS",,,EVER-101-45,2010,EVER101452010,1,1,0,0,0,#DIV/0!,0
2010 Spr,Nepal,"S Africa, Australia, New Zealand",Ronald Muhl,S Col-SE Ridge,Success,13,,EVER-101-46,2010,EVER101462010,18,10,0,0,8,0,0
2010 Spr,Nepal,Japan,Michihiro Kadoya,S Col-SE Ridge,Success,3,,EVER-101-47,2010,EVER101472010,3,2,0,0,1,0,0
2010 Spr,Nepal,"New Zealand, Ireland, S Africa, UK",Mike Roberts,S Col-SE Ridge,Success,12,,EVER-101-48,2010,EVER101482010,14,5,0,0,9,0,0
2010 Spr,Nepal,Canada,Elia Saikaly,S Col-SE Ridge,Success,5,,EVER-101-49,2010,EVER101492010,5,2,0,0,3,0,0
2010 Spr,China,"New Zealand, Mexico, S Africa, USA",Jamie McGuinness,N Col-NE Ridge,Success,4,,EVER-101-50,2010,EVER101502010,6,4,0,0,2,0,0
2010 Spr,China,"Germany, Austria",Ralf Dujmovits,N Face (Japanese & Hornbein Couloirs) (to 6750m) / N Col-NE Ridge,Success,1,,EVER-101-51,2010,EVER101512010,2,2,0,0,0,#DIV/0!,0
2010 Spr,China,S Africa,Sean Disney,N Col-NE Ridge,Success,13,,EVER-101-52,2010,EVER101522010,15,8,0,0,7,0,0
2010 Spr,China,"Switzerland, Austria, Germany, Mexico",Karl Kobler,N Col-NE Ridge,Success,13,,EVER-101-53,2010,EVER101532010,15,8,0,0,7,0,0
2010 Spr,Nepal,"UK, Australia, France, Finland, USA",Phil Crampton,S Col-SE Ridge,Success,10,,EVER-101-54,2010,EVER101542010,16,8,0,0,8,0,0
2010 Spr,Nepal,Australia,Patrick Hollingworth,S Col-SE Ridge,Success,5,,EVER-101-55,2010,EVER101552010,5,1,0,0,4,0,0
2010 Spr,Nepal,Nepal,Pushkar Shah,S Col-SE Ridge,Success,4,,EVER-101-56,2010,EVER101562010,5,1,0,0,4,0,0
2010 Spr,Nepal,"UK, Australia, USA",Kenton Cool,S Col-SE Ridge,Success,8,,EVER-101-57,2010,EVER101572010,10,6,0,0,4,0,0
2010 Spr,Nepal,"UK, Germany, Hungary, USA",Rob Casserley,S Col-SE Ridge,Success,16,,EVER-101-58,2010,EVER101582010,18,11,0,0,7,0,0
2010 Spr,Nepal,"UK, Canada, Norway, USA",Robert Anderson,S Col-SE Ridge,Success,14,,EVER-101-59,2010,EVER101592010,16,9,0,0,7,0,0
2010 Spr,Nepal,Nepal,Ang Chhiring Sherpa,S Col-SE Ridge,Success,2,,EVER-101-60,2010,EVER101602010,3,1,0,0,2,0,0
2010 Spr,Nepal,"UK, Brazil, Malta",Victor Saunders,S Col-SE Ridge,Success,8,,EVER-101-61,2010,EVER101612010,8,5,0,0,3,0,0
2010 Spr,China,France,Marc Batard,N Col-NE Ridge,"Illness, AMS",,,EVER-101-62,2010,EVER101622010,12,9,0,0,3,0,0
2010 Spr,Nepal,USA,Chad Kellogg,S Col-SE Ridge,Bad Weather,,,EVER-101-63,2010,EVER101632010,1,1,0,0,0,#DIV/0!,0
2010 Spr,Nepal,"USA, Canada, Nepal, Norway, Switzerland, UK",Josette Valloton,S Col-SE Ridge,Success,5,,EVER-101-64,2010,EVER101642010,12,9,0,0,3,0,0
2010 Spr,Nepal,"Canada, Argentina, Australia, Finland, Ireland, Oman, Turkey, UK, USA",Tim Rippel,S Col-SE Ridge,Success,19,,EVER-101-65,2010,EVER101652010,30,19,0,0,11,0,0
2010 Spr,China,Nepal,Lal Bahadur Jirel,N Col-NE Ridge,Success,1,,EVER-101-66,2010,EVER101662010,1,1,0,0,0,#DIV/0!,0
2010 Spr,China,"Russia, Macedonia, Poland, UK, Ukraine, USA",Alex Abramov,N Col-NE Ridge,Success,20,,EVER-101-67,2010,EVER101672010,27,17,0,0,10,0,0
2010 Spr,China,Bangladesh,Mohammad Musa Ibrahim,N Col-NE Ridge,Success,3,,EVER-101-68,2010,EVER101682010,4,1,0,0,3,0,0
2010 Spr,Nepal,"USA, Ireland, Poland",Scott Woolums,S Col-SE Ridge,Success,18,,EVER-101-69,2010,EVER101692010,18,7,0,0,11,0,0
2010 Spr,China,"Austria, Germany",Wilfried Studer,N Col-NE Ridge,Success,5,,EVER-101-70,2010,EVER101702010,11,8,0,0,3,0,0
2010 Spr,China,"USA, Australia, Canada, Germany, Norway, UK",Dan Mazur,N Col-NE Ridge,Success,17,1,EVER-101-71,2010,EVER101712010,27,19,1,0,8,0,0.052631579
2010 Spr,Nepal,Nepal,Rana Bahadur Tamang,S Col-SE Ridge,Success,1,,EVER-101-72,2010,EVER101722010,3,1,0,0,2,0,0
2010 Spr,Nepal,"Italy, Kazakhstan",Simone Moro,S Col-SE Ridge,Success,1,,EVER-101-73,2010,EVER101732010,3,3,0,0,0,#DIV/0!,0
2010 Spr,Nepal,Germany,Michael Niemeier,S Col-SE Ridge,Success,2,,EVER-101-74,2010,EVER101742010,2,1,0,0,1,0,0
2010 Spr,China,Canada,Gabriel Filippi,N Col-NE Ridge,Success,2,,EVER-101-75,2010,EVER101752010,2,1,0,0,1,0,0
2010 Spr,China,Peru,Richard Hidalgo,N Col-NE Ridge,Route Difficulty,,,EVER-101-76,2010,EVER101762010,1,1,0,0,0,#DIV/0!,0
2010 Spr,Nepal,"USA, Australia, Germany",Garrett Madison,S Col-SE Ridge,Success,17,,EVER-101-77,2010,EVER101772010,22,14,0,0,8,0,0
2010 Spr,China,"UK, Australia, Canada, Netherlands, USA",Stuart Peacock,N Col-NE Ridge,Success,11,,EVER-101-78,2010,EVER101782010,29,21,0,0,8,0,0
2010 Spr,Nepal,"New Zealand, Australia, China, Denmark, France, Germany, Japan, Oman, Romania, Spain, UK, USA",Russell Brice,S Col-SE Ridge,Success,33,,EVER-101-79,2010,EVER101792010,42,25,0,0,17,0,0
2010 Spr,Nepal,"USA, Canada, China, Czech Republic, Germany, Greece, Singapore, S Africa, Taiwan, UK",Mike Hamill,S Col-SE Ridge,Success,41,,EVER-101-80,2010,EVER101802010,52,28,0,0,24,0,0
2010 Spr,Nepal,USA,David Hahn,S Col-SE Ridge,Success,12,,EVER-101-81,2010,EVER101812010,19,9,0,0,10,0,0
2010 Aut,Nepal,USA,Eric Larsen,S Col-SE Ridge,Success,6,,EVER-103-01,2010,EVER103012010,6,1,0,0,5,0,0
2010 Aut,China,Italy,Edmond Joyeusaz,N Face (to 6000m),Bad Conditions,,,EVER-103-02,2010,EVER103022010,3,3,0,0,0,#DIV/0!,0
2010 Aut,China,Spain,Alberto Zerain,N Face (to 6300m) / N Col-NE Ridge (to 5800m),Bad Conditions,,,EVER-103-03,2010,EVER103032010,4,4,0,0,0,#DIV/0!,0
2010 Aut,Nepal,Japan,Nobukazu Kuriki,S Col-SE Ridge,Bad Conditions,,,EVER-103-04,2010,EVER103042010,1,1,0,0,0,#DIV/0!,0
2011 Spr,Nepal,"Nepal, Brazil, India, Japan, Mexico, Nepal, Spain, Switzerland, USA",Dawa Steven Sherpa,S Col-SE Ridge,Success,38,,EVER-111-01,2011,EVER111012011,50,25,0,0,25,0,0
2011 Spr,China,"Nepal, Austria, Canada, Ireland, Mexico, Russia, Sweden, Switzerland, USA",Hari Bahadur Basnet,N Col-NE Ridge,Success,11,,EVER-111-02,2011,EVER111022011,31,19,0,0,12,0,0
2011 Spr,China,"China, Japan",Wangchen Sonam,N Col-NE Ridge,Success,35,,EVER-111-03,2011,EVER111032011,40,11,0,0,29,0,0
2011 Spr,China,USA,Kyle Beaird,N Col-NE Ridge,Success,2,,EVER-111-04,2011,EVER111042011,2,1,0,0,1,0,0
2011 Spr,Nepal,"UK, France",Kenton Cool,S Col-SE Ridge,Success,4,,EVER-111-05,2011,EVER111052011,4,2,0,0,2,0,0
2011 Spr,Nepal,Japan,Kenji Kondo,S Col-SE Ridge,Success,6,,EVER-111-06,2011,EVER111062011,7,4,0,0,3,0,0
2011 Spr,Nepal,Spain,Unai Llantada,S Col-SE Ridge,Success,2,,EVER-111-07,2011,EVER111072011,2,1,0,0,1,0,0
2011 Spr,China,Australia,Andrew Lock,N Col-NE Ridge,Bad Weather,,,EVER-111-08,2011,EVER111082011,1,1,0,0,0,#DIV/0!,0
2011 Spr,Nepal,Italy,Daniele Nardi,S Col-SE Ridge,Other,,,EVER-111-09,2011,EVER111092011,2,2,0,0,0,#DIV/0!,0
2011 Spr,China,"Switzerland, USA",Ueli Steck,N Col-NE Ridge,"Illness, AMS",,,EVER-111-10,2011,EVER111102011,2,2,0,0,0,#DIV/0!,0
2011 Spr,Nepal,USA,Dave Morton,S Col-SE Ridge,"Illness, AMS",,,EVER-111-11,2011,EVER111112011,2,2,0,0,0,#DIV/0!,0
2011 Spr,Nepal,India,K. Romeo Meetei,S Col-SE Ridge,Success,2,,EVER-111-12,2011,EVER111122011,3,2,0,0,1,0,0
2011 Spr,Nepal,USA,Jim Williams,S Col-SE Ridge,Success,2,,EVER-111-13,2011,EVER111132011,4,3,0,0,1,0,0
2011 Spr,China,Japan,Takaharu Hayashi,N Col-NE Ridge,Bad Weather,,,EVER-111-14,2011,EVER111142011,8,4,0,0,4,0,0
2011 Spr,China,Italy,Luigi Rampini,N Col-NE Ridge,Lack of Supplies,,,EVER-111-15,2011,EVER111152011,2,1,0,0,1,0,0
2011 Spr,Nepal,Iran,Hamid Reza Dehghan,S Col-SE Ridge,Success,2,,EVER-111-16,2011,EVER111162011,2,1,0,0,1,0,0
2011 Spr,Nepal,Australia,Alessandra Pepper,S Col-SE Ridge,Success,2,,EVER-111-17,2011,EVER111172011,2,1,0,0,1,0,0
2011 Spr,China,S Africa,Janusz Warchol,N Col-NE Ridge,"Illness, AMS",,,EVER-111-18,2011,EVER111182011,1,1,0,0,0,#DIV/0!,0
2011 Spr,Nepal,"UK, Australia, Czech Republic",Phil Crampton,S Col-SE Ridge,Success,3,,EVER-111-19,2011,EVER111192011,10,4,0,0,6,0,0
2011 Spr,Nepal,Japan,Naoko Watanabe,S Col-SE Ridge,Bad Weather,,,EVER-111-20,2011,EVER111202011,2,1,0,0,1,0,0
2011 Spr,Nepal,"UK, Canada",Gavin Bate,S Col-SE Ridge,Success,4,,EVER-111-21,2011,EVER111212011,6,3,0,0,3,0,0
2011 Spr,Nepal,India,Jogabyasa Bhoi,S Col-SE Ridge,Success,2,,EVER-111-22,2011,EVER111222011,2,1,0,0,1,0,0
2011 Spr,China,Mongolia,Gangaamaa Badamgarav,N Col-NE Ridge,Success,2,,EVER-111-23,2011,EVER111232011,2,1,0,0,1,0,0
2011 Spr,China,Japan,Manabu Hirose,N Col-NE Ridge,Success,15,,EVER-111-24,2011,EVER111242011,15,5,0,0,10,0,0
2011 Spr,China,Netherlands,Robert Meijer,N Col-NE Ridge,Success,2,,EVER-111-25,2011,EVER111252011,2,1,0,0,1,0,0
2011 Spr,Nepal,Pakistan,Mohammad Ali,S Col-SE Ridge,Success,2,,EVER-111-26,2011,EVER111262011,5,4,0,0,1,0,0
2011 Spr,China,USA,David Wermuth,N Col-NE Ridge,Success,3,,EVER-111-27,2011,EVER111272011,3,1,0,0,2,0,0
2011 Spr,Nepal,USA,David Hahn,S Col-SE Ridge,Success,4,,EVER-111-28,2011,EVER111282011,6,4,0,0,2,0,0
2011 Spr,China,"USA, Germany, Ireland, Netherlands, UK",Arnold Coster,N Col-NE Ridge,Success,12,,EVER-111-29,2011,EVER111292011,12,8,0,0,4,0,0
2011 Spr,China,Sweden,Anders Stavhag,N Col-NE Ridge,Success,3,,EVER-111-30,2011,EVER111302011,4,2,0,0,2,0,0
2011 Spr,Nepal,"Canada, Sweden","Christine Dube, Robin Trygg",S Col-SE Ridge,Success,5,,EVER-111-31,2011,EVER111312011,5,2,0,0,3,0,0
2011 Spr,China,Spain,Juan Agullo,N Col-NE Ridge,Success,2,,EVER-111-32,2011,EVER111322011,6,4,0,0,2,0,0
2011 Spr,Nepal,Spain,Edurne Pasaban,S Col-SE Ridge,Bad Weather,,,EVER-111-33,2011,EVER111332011,7,4,0,0,3,0,0
2011 Spr,Nepal,"UK, Estonia",David Hamilton,S Col-SE Ridge,Success,20,,EVER-111-34,2011,EVER111342011,20,12,0,0,8,0,0
2011 Spr,Nepal,"USA, UK",Dan Mazur,S Col-SE Ridge,Success,6,,EVER-111-35,2011,EVER111352011,9,5,0,0,4,0,0
2011 Spr,China,"Russia, Ireland, UK, USA",Alex Abramov,N Col-NE Ridge,Success,16,1,EVER-111-36,2011,EVER111362011,20,12,1,0,8,0,0.083333333
2011 Spr,Nepal,Nepal,Chhurim Dolma Sherpa,S Col-SE Ridge,Success,2,,EVER-111-37,2011,EVER111372011,2,1,0,0,1,0,0
2011 Spr,Nepal,India,Anshu Jamsenpa,S Col-SE Ridge,Success,3,,EVER-111-38,2011,EVER111382011,3,1,0,0,2,0,0
2011 Spr,China,"Switzerland, Austria, Germany, Italy",Kari Kobler,N Col-NE Ridge,Success,17,,EVER-111-39,2011,EVER111392011,23,13,0,0,10,0,0
2011 Spr,Nepal,"New Zealand, Australia, China, Japan, Netherlands, Norway, UK, USA",Russell Brice,S Col-SE Ridge,Success,24,,EVER-111-40,2011,EVER111402011,29,16,0,0,13,0,0
2011 Spr,Nepal,"USA, Canada, Poland, UK",Scott Woolums,S Col-SE Ridge,Success,20,,EVER-111-41,2011,EVER111412011,21,8,0,0,13,0,0
2011 Spr,Nepal,"USA, Australia, Costa Rica, Dominican Republic, Germany, Mexico, Norway",Greg Vernovage,S Col-SE Ridge,Success,37,1,EVER-111-42,2011,EVER111422011,50,28,1,0,22,0,0.035714286
2011 Spr,Nepal,"Japan, Indonesia",Hiroyuki Kuraoka,S Col-SE Ridge,Success,12,,EVER-111-43,2011,EVER111432011,16,9,0,0,7,0,0
2011 Spr,China,"Austria, Germany",Theo Fritsche,N Col-NE Ridge,Other,,,EVER-111-44,2011,EVER111442011,9,6,0,0,3,0,0
2011 Spr,China,Canada,Ron Hoglin,N Col-NE Ridge,"Illness, AMS",,,EVER-111-45,2011,EVER111452011,1,1,0,0,0,#DIV/0!,0
2011 Spr,Nepal,"Canada, Argentina, Australia, Bolivia, Finland, Netherlands, Sweden, USA",Tim Rippel,S Col-SE Ridge,Success,10,,EVER-111-46,2011,EVER111462011,26,16,0,0,10,0,0
2011 Spr,Nepal,"USA, Argentina, Palestine",Willie Benegas,S Col-SE Ridge,Success,11,,EVER-111-47,2011,EVER111472011,14,8,0,0,6,0,0
2011 Spr,Nepal,"Austria, Germany",Herbert Wolf,S Col-SE Ridge,"Illness, AMS",,,EVER-111-48,2011,EVER111482011,3,2,0,0,1,0,0
2011 Spr,Nepal,"USA, S Africa",Garrett Madison,S Col-SE Ridge,Success,15,,EVER-111-49,2011,EVER111492011,15,9,0,0,6,0,0
2011 Spr,China,"France, Andorra, Belgium","Nathalie Lamoureux, Thierry De Molinari",N Col-NE Ridge,Bad Weather,,,EVER-111-50,2011,EVER111502011,6,3,0,0,3,0,0
2011 Spr,China,France,Francois Matter,N Col-NE Ridge,Success,2,,EVER-111-51,2011,EVER111512011,2,1,0,0,1,0,0
2011 Spr,Nepal,"New Zealand, Australia, Canada, Ireland, Nepal , Switzerland, UK, USA",Mike Roberts,S Col-SE Ridge,Success,23,,EVER-111-52,2011,EVER111522011,23,9,0,0,14,0,0
2011 Spr,China,"UK, Canada, Mauritius","Chris Szymiec, Zac Poulton",N Col-NE Ridge,Success,18,,EVER-111-53,2011,EVER111532011,24,15,0,0,9,0,0
2011 Spr,Nepal,Nepal,Susmita Maskey,S Col-SE Ridge,Success,2,,EVER-111-54,2011,EVER111542011,2,1,0,0,1,0,0
2011 Spr,Nepal,Canada,Veronique Denys,S Col-SE Ridge,Success,3,,EVER-111-55,2011,EVER111552011,3,1,0,0,2,0,0
2011 Spr,China,France,Jean-Marc Nowak,N Col-NE Ridge,Success,2,,EVER-111-56,2011,EVER111562011,2,1,0,0,1,0,0
2011 Spr,China,India,Bhagyashree Sawant,N Col-NE Ridge,Bad Weather,,,EVER-111-57,2011,EVER111572011,2,1,0,0,1,0,0
2011 Spr,Nepal,USA,Seth Wolpin,S Col-SE Ridge,Success,2,,EVER-111-58,2011,EVER111582011,2,1,0,0,1,0,0
2011 Spr,China,Nepal,Pemba Dorje Sherpa,N Col-NE Ridge,Success,5,,EVER-111-59,2011,EVER111592011,5,5,0,0,0,#DIV/0!,0
2011 Spr,Nepal,India,Ganesh Chandra Jena,S Col-SE Ridge,Success,4,,EVER-111-60,2011,EVER111602011,4,1,0,0,3,0,0
2011 Spr,Nepal,USA,Dennis Broadwell,S Col-SE Ridge,Success,1,,EVER-111-61,2011,EVER111612011,4,2,0,0,2,0,0
2011 Spr,China,Poland,Kuba Juszczyk,N Col-NE Ridge,"Illness, AMS",,,EVER-111-62,2011,EVER111622011,2,1,0,0,1,0,0
2011 Spr,China,"New Zealand, Azerbaijan, Singapore, USA",Jamie McGuinness,N Col-NE Ridge,Success,4,,EVER-111-63,2011,EVER111632011,10,7,0,0,3,0,0
2011 Spr,Nepal,"UK, Australia",Tim Mosedale,S Col-SE Ridge,Success,9,,EVER-111-64,2011,EVER111642011,10,6,0,0,4,0,0
2011 Spr,Nepal,UK,Henry Todd,S Col-SE Ridge,Success,5,,EVER-111-65,2011,EVER111652011,7,4,0,0,3,0,0
2011 Spr,China,"Norway, USA",Anny Kvithyll,N Col-NE Ridge,"Illness, AMS",,,EVER-111-66,2011,EVER111662011,5,2,0,0,3,0,0
2011 Spr,Nepal,Japan,Takashi Ozaki,S Col-SE Ridge,"Illness, AMS",,1,EVER-111-67,2011,EVER111672011,4,1,1,0,3,0,1
2011 Spr,China,France,Gerard Bourrat,N Col-NE Ridge,"Illness, AMS",,,EVER-111-68,2011,EVER111682011,2,2,0,0,0,#DIV/0!,0
2011 Spr,China,Czech Republic,Marek Novotny,N Col-NE Ridge,Bad Weather,,,EVER-111-69,2011,EVER111692011,1,1,0,0,0,#DIV/0!,0
2011 Spr,Nepal,Japan,Tatsuo Matsumoto,S Col-SE Ridge,Success,2,,EVER-111-70,2011,EVER111702011,2,1,0,0,1,0,0
2011 Spr,Nepal,"Australia, Denmark, Sweden",Allan Cohrs,S Col-SE Ridge,Success,9,,EVER-111-71,2011,EVER111712011,11,6,0,0,5,0,0
2011 Spr,Nepal,Nepal,Leela Mani Paudyal,S Col-SE Ridge,Success,24,,EVER-111-72,2011,EVER111722011,30,15,0,0,15,0,0
2011 Spr,Nepal,India,Amit Kumar Kamboj,S Col-SE Ridge,Unknown,,,EVER-111-73,2011,EVER111732011,1,1,0,0,0,#DIV/0!,0
2011 Spr,Nepal,India,Jackie Jacks Khajuriya,S Col-SE Ridge,"Illness, AMS",,,EVER-111-74,2011,EVER111742011,1,1,0,0,0,#DIV/0!,0
2011 Spr,Nepal,Nepal,Bhakta Kumar Rai,S Col-SE Ridge,Success,4,,EVER-111-75,2011,EVER111752011,4,1,0,0,3,0,0
2011 Spr,Nepal,India,Dipankar Ghosh,S Col-SE Ridge,Success,4,,EVER-111-76,2011,EVER111762011,4,2,0,0,2,0,0
2011 Spr,Nepal,India,Richa Sheokand,S Col-SE Ridge,Success,1,,EVER-111-77,2011,EVER111772011,2,1,0,0,1,0,0
2011 Spr,Nepal,India,Narendra Kumar Dahiya,S Col-SE Ridge,Success,19,,EVER-111-78,2011,EVER111782011,32,20,0,0,12,0,0
2011 Spr,China,"France, Switzerland",Jerome Brisebourg,N Col-NE Ridge,Success,7,,EVER-111-79,2011,EVER111792011,12,7,0,0,5,0,0
2011 Spr,China,"Switzerland, USA",Urs Bernhard,N Col-NE Ridge,Bad Weather,,,EVER-111-80,2011,EVER111802011,3,2,0,0,1,0,0
2011 Spr,Nepal,Nepal,Sharada Kumari Rayamajhi,S Col-SE Ridge,"Illness, AMS",,,EVER-111-81,2011,EVER111812011,3,1,0,0,2,0,0
